"","Species","Oxygen","Gram","Motility","MedianGC","antimicrobial_susceptibility","optimal_temp","optimal_ph","pathogenicity"
"3880","Ruminiclostridiumcellobioparumsubsptermitidis",NA,NA,NA,NA,NA,NA,NA,NA
"3881","Ruminiclostridiumcellulolyticum",NA,NA,NA,NA,NA,NA,NA,NA
"3882","RuminiclostridiumcellulolyticumH10",NA,NA,NA,NA,NA,NA,NA,NA
"3883","Ruminiclostridiumherbifermentans",NA,NA,NA,NA,NA,NA,NA,NA
"3884","Ruminiclostridiumhungatei",NA,NA,NA,NA,NA,NA,NA,NA
"3885","Ruminiclostridiumjosui",NA,NA,NA,NA,NA,NA,NA,NA
"3886","RuminiclostridiumpapyrosolvensDSM2782","Anaerobe","Gram+","Motile",4479,NA,NA,NA,NA
"3887","Ruminiclostridiumsufflavum",NA,NA,NA,NA,NA,NA,NA,NA
"3888","Ruminococcoidesbili",NA,NA,NA,NA,NA,NA,NA,NA
"3889","Ruminococcusalbus",NA,NA,NA,NA,NA,NA,NA,NA
"3890","Ruminococcusalbus7DSM20455","Anaerobe","Gram+","Nonmotile",4103,NA,NA,NA,NA
"3891","Ruminococcusbovis",NA,NA,NA,NA,NA,NA,NA,NA
"3892","Ruminococcusbromii","Anaerobe","Gram+","0",NA,NA,37,7,NA
"3893","Ruminococcuscallidus",NA,NA,NA,NA,NA,NA,NA,NA
"3894","Ruminococcuschampanellensis18P13JCM17042","0","Gram+","0",3107,NA,NA,NA,NA
"3895","Ruminococcusflavefaciens",NA,NA,NA,NA,NA,NA,NA,NA
"3896","Ruminococcusgauvreauii",NA,NA,NA,NA,NA,NA,NA,NA
"3897","Rummeliibacilluspycnus",NA,NA,NA,NA,NA,NA,NA,NA
"3898","Rummeliibacillussuwonensis",NA,NA,NA,NA,NA,NA,NA,NA
"3899","Ruthenibacteriumlactatiformans","0","Gram+","0",NA,NA,NA,NA,NA
"3900","Saccharibacillusendophyticus",NA,NA,NA,NA,NA,NA,NA,NA
"3901","Saccharibacilluskuerlensis",NA,NA,NA,NA,NA,NA,NA,NA
"3902","Saccharicriniscarchari",NA,NA,NA,NA,NA,NA,NA,NA
"3903","Saccharofermentansacetigenes",NA,NA,NA,NA,NA,NA,NA,NA
"3904","SaccharopolysporaerythraeaNRRL2338",NA,NA,NA,NA,NA,NA,NA,NA
"3905","Saccharopolysporahirsuta",NA,NA,NA,NA,NA,NA,NA,NA
"3906","Saccharothrixmutabilis",NA,NA,NA,NA,NA,NA,NA,NA
"3907","Saeziasanguinis",NA,NA,NA,NA,NA,NA,NA,NA
"3908","Salibacterhalophilus",NA,NA,NA,NA,NA,NA,NA,NA
"3909","Salibacteriumhalotolerans",NA,NA,NA,NA,NA,NA,NA,NA
"3910","Salibacteriumqingdaonense",NA,NA,NA,NA,NA,NA,NA,NA
"3911","Salicibibacterhalophilus",NA,NA,NA,NA,NA,NA,NA,NA
"3912","Salileptolyngbyadiazotrophicum",NA,NA,NA,NA,NA,NA,NA,NA
"3913","Salinarimonasramus",NA,NA,NA,NA,NA,NA,NA,NA
"3914","Salinibacteraltiplanensis",NA,NA,NA,NA,NA,NA,NA,NA
"3915","SalinicoccuscarnicancriCrm",NA,NA,NA,NA,NA,NA,NA,NA
"3916","Salinithrixhalophila",NA,NA,NA,NA,NA,NA,NA,NA
"3917","Salipaludibacillusaurantiacus",NA,NA,NA,NA,NA,NA,NA,NA
"3918","Salmonellabongori","Facultative anaerobe","Gram-","0",4250,NA,37,NA,NA
"3919","SalmonellaentericasubspentericaserovarTyphimurium",NA,NA,NA,NA,NA,NA,NA,NA
"3920","Salmonellaentericasubspindica",NA,NA,NA,NA,NA,NA,NA,NA
"3921","Sandaracinobactersibiricus",NA,NA,NA,NA,NA,NA,NA,NA
"3922","Sangeribactermuris",NA,NA,NA,NA,NA,NA,NA,NA
"3923","Sanguibacteroidesjustesenii",NA,NA,NA,NA,NA,NA,NA,NA
"3924","Sarcinamaxima",NA,NA,NA,NA,NA,NA,NA,NA
"3925","Sarcinaventriculi","Obligate anaerobe","Gram+","0",NA,NA,NA,NA,NA
"3926","Scandinaviumgoeteborgense",NA,NA,NA,NA,NA,NA,NA,NA
"3927","ScardoviainopinataJCM12537",NA,NA,NA,NA,NA,NA,NA,NA
"3928","Scardoviawiggsiae",NA,NA,NA,NA,NA,NA,NA,NA
"3929","Scatolibacterrhodanostii",NA,NA,NA,NA,NA,NA,NA,NA
"3930","Schaaliacardiffensis",NA,NA,NA,NA,NA,NA,NA,NA
"3931","Schaaliameyeri","Aerobe","Gram+","0",1822,NA,NA,NA,NA
"3932","Schaalianaturae",NA,NA,NA,NA,NA,NA,NA,NA
"3933","Schaaliaodontolytica",NA,NA,NA,NA,NA,NA,NA,NA
"3934","Schaaliaradingae",NA,NA,NA,NA,NA,NA,NA,NA
"3935","Schaaliaturicensis",NA,NA,NA,NA,NA,NA,NA,NA
"3936","Schleiferilactobacillusharbinensis",NA,NA,NA,NA,NA,NA,NA,NA
"3937","Schwartziasuccinivorans",NA,NA,NA,NA,NA,NA,NA,NA
"3938","Secundilactobacillusangelensis",NA,NA,NA,NA,NA,NA,NA,NA
"3939","SecundilactobacilluskimchicusJCM15530",NA,NA,NA,NA,NA,NA,NA,NA
"3940","Sedimentibacteracidaminivorans",NA,NA,NA,NA,NA,NA,NA,NA
"3941","Sedimentibacterhongkongensis",NA,NA,NA,NA,NA,NA,NA,NA
"3942","Sedimentibacterhydroxybenzoicus",NA,NA,NA,NA,NA,NA,NA,NA
"3943","Sediminibacteriummagnilacihabitans",NA,NA,NA,NA,NA,NA,NA,NA
"3944","Sediminibacteriumroseum",NA,NA,NA,NA,NA,NA,NA,NA
"3945","Selenomonasartemidis",NA,NA,NA,NA,NA,NA,NA,NA
"3946","Selenomonasbovis",NA,NA,NA,NA,NA,NA,NA,NA
"3947","Selenomonasdianae",NA,NA,NA,NA,NA,NA,NA,NA
"3948","Selenomonasfelix",NA,NA,NA,NA,NA,NA,NA,NA
"3949","Selenomonasflueggei",NA,NA,NA,NA,NA,NA,NA,NA
"3950","Selenomonasinfelix",NA,NA,NA,NA,NA,NA,NA,NA
"3951","Selenomonaslacticifex",NA,NA,NA,NA,NA,NA,NA,NA
"3952","Selenomonasmontiformis",NA,NA,NA,NA,NA,NA,NA,NA
"3953","Selenomonasnoxia",NA,NA,NA,NA,NA,NA,NA,NA
"3954","Selenomonasruminantium","0","Gram-","0",3289,NA,39,NA,NA
"3955","Selenomonasruminantiumsubsplactilytica",NA,NA,NA,NA,NA,NA,NA,NA
"3956","SelenomonassputigenaATCC35185","Anaerobe","Gram-","Motile",2710,NA,NA,NA,NA
"3957","Selenomonastimonae",NA,NA,NA,NA,NA,NA,NA,NA
"3958","Sellimonasintestinalis","Anaerobe","Gram+","0",3107,NA,NA,NA,NA
"3959","Sellimonasmonacensis",NA,NA,NA,NA,NA,NA,NA,NA
"3960","SenegalimassiliaanaerobiaJC110","Anaerobe","Gram+","Motile",2020,NA,NA,NA,NA
"3961","Senegalimassiliafaecalis",NA,NA,NA,NA,NA,NA,NA,NA
"3962","Seramatorthermalis",NA,NA,NA,NA,NA,NA,NA,NA
"3963","Serpentinicellaalkaliphila",NA,NA,NA,NA,NA,NA,NA,NA
"3964","Serratiaaquatilis",NA,NA,NA,NA,NA,NA,NA,NA
"3965","Serratiaficaria",NA,NA,NA,NA,NA,NA,NA,NA
"3966","Serratiainhibens",NA,NA,NA,NA,NA,NA,NA,NA
"3967","Serratialiquefaciens","Facultative anaerobe","Gram-","0",5140,1,26,6.8,2
"3968","Serratiamarcescens","Facultative anaerobe","Gram-","Motile",4893,1,26,6.8,2
"3969","SerratiamarcescenssubspmarcescensATCC13880",NA,NA,NA,NA,NA,NA,NA,NA
"3970","Serratiamyotis",NA,NA,NA,NA,NA,NA,NA,NA
"3971","SerratianematodiphilaDZ0503SBS1",NA,NA,NA,NA,NA,NA,NA,NA
"3972","Serratiaodorifera",NA,NA,NA,NA,NA,NA,NA,NA
"3973","SerratiaodoriferaDSM4582","Facultative anaerobe","Gram-","Motile",5222,NA,NA,NA,NA
"3974","Serratiaoryzae",NA,NA,NA,NA,NA,NA,NA,NA
"3975","Serratiaplymuthica",NA,NA,NA,NA,NA,NA,NA,NA
"3976","Serratiaquinivorans",NA,NA,NA,NA,NA,NA,NA,NA
"3977","Serratiarhizosphaerae",NA,NA,NA,NA,NA,NA,NA,NA
"3978","Serratiarubidaea","Facultative anaerobe","Gram-","0",4612,NA,NA,NA,NA
"3979","Serratiasurfactantfaciens",NA,NA,NA,NA,NA,NA,NA,NA
"3980","Sharpeaazabuensis",NA,NA,NA,NA,NA,NA,NA,NA
"3981","Sharpeaporci",NA,NA,NA,NA,NA,NA,NA,NA
"3982","Shewanellaalgae",NA,NA,NA,NA,NA,NA,NA,NA
"3983","Shewanellagelidii",NA,NA,NA,NA,NA,NA,NA,NA
"3984","ShewanellahalifaxensisHAWEB4","Facultative","Gram-","Motile",4462,NA,NA,NA,NA
"3985","Shewanellainsulae",NA,NA,NA,NA,NA,NA,NA,NA
"3986","Shewanellapealeana",NA,NA,NA,NA,NA,NA,NA,NA
"3987","Shigellaboydii",NA,NA,NA,NA,NA,NA,NA,NA
"3988","Shigelladysenteriae",NA,NA,NA,NA,NA,NA,NA,NA
"3989","Shigellasonnei","Facultative anaerobe","Gram-","Motile",NA,1,37,7.2,2
"3990","Shimwelliablattae",NA,NA,NA,NA,NA,NA,NA,NA
"3991","ShimwelliablattaeDSM4481NBRC105725",NA,NA,NA,NA,NA,NA,NA,NA
"3992","Shinellacurvata",NA,NA,NA,NA,NA,NA,NA,NA
"3993","Shinelladaejeonensis",NA,NA,NA,NA,NA,NA,NA,NA
"3994","Shinellafusca",NA,NA,NA,NA,NA,NA,NA,NA
"3995","Shinellagranuli",NA,NA,NA,NA,NA,NA,NA,NA
"3996","Shinellaoryzae",NA,NA,NA,NA,NA,NA,NA,NA
"3997","Shinellazoogloeoides",NA,NA,NA,NA,NA,NA,NA,NA
"3998","Shouchellagibsonii",NA,NA,NA,NA,NA,NA,NA,NA
"3999","ShuttleworthiasatellesDSM14600","Anaerobe","Gram+","Nonmotile",2321,NA,NA,NA,NA
"4000","Siccationiduransocculans",NA,NA,NA,NA,NA,NA,NA,NA
"4001","Siccibactercolletis",NA,NA,NA,NA,NA,NA,NA,NA
"4002","Siccibacterturicensis",NA,NA,NA,NA,NA,NA,NA,NA
"4003","Silvaniaconfinis",NA,NA,NA,NA,NA,NA,NA,NA
"4004","Silvaniahatchlandensis",NA,NA,NA,NA,NA,NA,NA,NA
"4005","Simiaoahominis",NA,NA,NA,NA,NA,NA,NA,NA
"4006","Siminovitchiaacidinfaciens",NA,NA,NA,NA,NA,NA,NA,NA
"4007","Siminovitchiafarraginis",NA,NA,NA,NA,NA,NA,NA,NA
"4008","Siminovitchiafortis",NA,NA,NA,NA,NA,NA,NA,NA
"4009","Siminovitchiaterrae",NA,NA,NA,NA,NA,NA,NA,NA
"4010","SimonsiellamuelleriATCC29453",NA,NA,NA,NA,NA,NA,NA,NA
"4011","Simplicispiralacusdiani",NA,NA,NA,NA,NA,NA,NA,NA
"4012","Simplicispirapiscis",NA,NA,NA,NA,NA,NA,NA,NA
"4013","Simplicispirasoli",NA,NA,NA,NA,NA,NA,NA,NA
"4014","Sinanaerobacterchloroacetimidivorans",NA,NA,NA,NA,NA,NA,NA,NA
"4015","Sinibacillussoli",NA,NA,NA,NA,NA,NA,NA,NA
"4016","Sinobacteriumcaligoides","Aerobe","Gram-","0",3940,NA,NA,NA,NA
"4017","Sinobacteriumnorvegicum",NA,NA,NA,NA,NA,NA,NA,NA
"4018","Sinomonassusongensis",NA,NA,NA,NA,NA,NA,NA,NA
"4019","Sinosporangiumalbum",NA,NA,NA,NA,NA,NA,NA,NA
"4020","Sinosporangiumfuscum",NA,NA,NA,NA,NA,NA,NA,NA
"4021","Sinosporangiumsiamense",NA,NA,NA,NA,NA,NA,NA,NA
"4022","Siphonobactercurvatus",NA,NA,NA,NA,NA,NA,NA,NA
"4023","Skermanellaaerolata",NA,NA,NA,NA,NA,NA,NA,NA
"4024","Slackiaequolifaciens","Anaerobe","Gram+","0",NA,NA,NA,NA,NA
"4025","SlackiaexiguaATCC700122","Anaerobe","Gram+","Nonmotile",2086,NA,NA,NA,NA
"4026","Slackiafaecicanis","Anaerobe","Gram+","0",NA,NA,NA,NA,NA
"4027","Slackiaheliotrinireducens",NA,NA,NA,NA,NA,NA,NA,NA
"4028","Slackiaisoflavoniconvertens",NA,NA,NA,NA,NA,NA,NA,NA
"4029","SlackiapiriformisYIT12062","Anaerobe","Gram+","Nonmotile",1863,NA,NA,NA,NA
"4030","Sneathiasanguinegens","0","Gram-","0",1256,NA,NA,NA,NA
"4031","SnodgrassellaalviwkB2",NA,NA,NA,NA,NA,NA,NA,NA
"4032","Sodaliphiluspleomorphus",NA,NA,NA,NA,NA,NA,NA,NA
"4033","Sodalispraecaptivus",NA,NA,NA,NA,NA,NA,NA,NA
"4034","Soehngenialongivitae",NA,NA,NA,NA,NA,NA,NA,NA
"4035","Soehngeniasaccharolytica",NA,NA,NA,NA,NA,NA,NA,NA
"4036","Solibacilluskalamii",NA,NA,NA,NA,NA,NA,NA,NA
"4037","Solibacillussilvestris",NA,NA,NA,NA,NA,NA,NA,NA
"4038","Solibaculummannosilyticum",NA,NA,NA,NA,NA,NA,NA,NA
"4039","Solitaleakoreensis",NA,NA,NA,NA,NA,NA,NA,NA
"4040","Solobacteriummoorei",NA,NA,NA,NA,NA,NA,NA,NA
"4041","Soortiaroseihalophila",NA,NA,NA,NA,NA,NA,NA,NA
"4042","Sphaerobacterthermophilus",NA,NA,NA,NA,NA,NA,NA,NA
"4043","Sphaerochaetacoccoides",NA,NA,NA,NA,NA,NA,NA,NA
"4044","Sphaerospermopsiscrassa",NA,NA,NA,NA,NA,NA,NA,NA
"4045","Sphaerospermopsisreniformis",NA,NA,NA,NA,NA,NA,NA,NA
"4046","Sphingobacteriumcaeni",NA,NA,NA,NA,NA,NA,NA,NA
"4047","Sphingobacteriumcellulitidis",NA,NA,NA,NA,NA,NA,NA,NA
"4048","Sphingobacteriumchuzhouense",NA,NA,NA,NA,NA,NA,NA,NA
"4049","Sphingobacteriumcladoniae",NA,NA,NA,NA,NA,NA,NA,NA
"4050","Sphingobacteriumdetergens",NA,NA,NA,NA,NA,NA,NA,NA
"4051","Sphingobacteriumendophyticum",NA,NA,NA,NA,NA,NA,NA,NA
"4052","Sphingobacteriumginsenosidimutans",NA,NA,NA,NA,NA,NA,NA,NA
"4053","Sphingobacteriumhotanense",NA,NA,NA,NA,NA,NA,NA,NA
"4054","Sphingobacteriumhumi",NA,NA,NA,NA,NA,NA,NA,NA
"4055","Sphingobacteriumjejuense",NA,NA,NA,NA,NA,NA,NA,NA
"4056","Sphingobacteriumlactis",NA,NA,NA,NA,NA,NA,NA,NA
"4057","Sphingobacteriummizutaii",NA,NA,NA,NA,NA,NA,NA,NA
"4058","Sphingobacteriummucilaginosum",NA,NA,NA,NA,NA,NA,NA,NA
"4059","Sphingobacteriummultivorum",NA,NA,NA,NA,NA,NA,NA,NA
"4060","Sphingobacteriumnematocida",NA,NA,NA,NA,NA,NA,NA,NA
"4061","Sphingobacteriumpakistanense",NA,NA,NA,NA,NA,NA,NA,NA
"4062","Sphingobacteriumprati",NA,NA,NA,NA,NA,NA,NA,NA
"4063","Sphingobacteriumputeale",NA,NA,NA,NA,NA,NA,NA,NA
"4064","Sphingobacteriumsoli",NA,NA,NA,NA,NA,NA,NA,NA
"4065","Sphingobacteriumspiritivorum",NA,NA,NA,NA,NA,NA,NA,NA
"4066","Sphingobacteriumterrae",NA,NA,NA,NA,NA,NA,NA,NA
"4067","Sphingobacteriumthalpophilum",NA,NA,NA,NA,NA,NA,NA,NA
"4068","Sphingobiumamiense",NA,NA,NA,NA,NA,NA,NA,NA
"4069","Sphingobiumaquiterrae",NA,NA,NA,NA,NA,NA,NA,NA
"4070","SphingobiumbaderiLL03",NA,NA,NA,NA,NA,NA,NA,NA
"4071","Sphingobiumchungangianum",NA,NA,NA,NA,NA,NA,NA,NA
"4072","Sphingobiumcloacae",NA,NA,NA,NA,NA,NA,NA,NA
"4073","Sphingobiumfuliginis",NA,NA,NA,NA,NA,NA,NA,NA
"4074","Sphingobiumlimneticum",NA,NA,NA,NA,NA,NA,NA,NA
"4075","Sphingobiummellinum",NA,NA,NA,NA,NA,NA,NA,NA
"4076","SphingobiumquisquiliarumP25",NA,NA,NA,NA,NA,NA,NA,NA
"4077","Sphingobiumscionense",NA,NA,NA,NA,NA,NA,NA,NA
"4078","Sphingobiumtyrosinilyticum",NA,NA,NA,NA,NA,NA,NA,NA
"4079","Sphingobiumwenxiniae",NA,NA,NA,NA,NA,NA,NA,NA
"4080","Sphingobiumxenophagum",NA,NA,NA,NA,NA,NA,NA,NA
"4081","Sphingobiumyanoikuyae",NA,NA,NA,NA,NA,NA,NA,NA
"4082","Sphingomonasadhaesiva",NA,NA,NA,NA,NA,NA,NA,NA
"4083","Sphingomonasaerolata",NA,NA,NA,NA,NA,NA,NA,NA
"4084","Sphingomonasalpina",NA,NA,NA,NA,NA,NA,NA,NA
"4085","Sphingomonasaquatica",NA,NA,NA,NA,NA,NA,NA,NA
"4086","Sphingomonasaquatilis",NA,NA,NA,NA,NA,NA,NA,NA
"4087","Sphingomonascolocasiae",NA,NA,NA,NA,NA,NA,NA,NA
"4088","Sphingomonascrocodyli",NA,NA,NA,NA,NA,NA,NA,NA
"4089","Sphingomonasdaechungensis",NA,NA,NA,NA,NA,NA,NA,NA
"4090","Sphingomonasdokdonensis",NA,NA,NA,NA,NA,NA,NA,NA
"4091","Sphingomonasechinoides",NA,NA,NA,NA,NA,NA,NA,NA
"4092","Sphingomonasfaucium",NA,NA,NA,NA,NA,NA,NA,NA
"4093","Sphingomonasflava",NA,NA,NA,NA,NA,NA,NA,NA
"4094","Sphingomonasgellani",NA,NA,NA,NA,NA,NA,NA,NA
"4095","Sphingomonasginsenosidimutans",NA,NA,NA,NA,NA,NA,NA,NA
"4096","Sphingomonasginsenosidivorax",NA,NA,NA,NA,NA,NA,NA,NA
"4097","Sphingomonashankookensis",NA,NA,NA,NA,NA,NA,NA,NA
"4098","Sphingomonashunanensis",NA,NA,NA,NA,NA,NA,NA,NA
"4099","Sphingomonasinsulae",NA,NA,NA,NA,NA,NA,NA,NA
"4100","Sphingomonasjeddahensis",NA,NA,NA,NA,NA,NA,NA,NA
"4101","Sphingomonaskoreensis",NA,NA,NA,NA,NA,NA,NA,NA
"4102","Sphingomonaskyeonggiensis",NA,NA,NA,NA,NA,NA,NA,NA
"4103","Sphingomonaskyungheensis",NA,NA,NA,NA,NA,NA,NA,NA
"4104","Sphingomonaslaterariae",NA,NA,NA,NA,NA,NA,NA,NA
"4105","Sphingomonasleidyi",NA,NA,NA,NA,NA,NA,NA,NA
"4106","Sphingomonasmohensis",NA,NA,NA,NA,NA,NA,NA,NA
"4107","Sphingomonasmucosissima",NA,NA,NA,NA,NA,NA,NA,NA
"4108","Sphingomonasolei",NA,NA,NA,NA,NA,NA,NA,NA
"4109","Sphingomonasoligophenolica",NA,NA,NA,NA,NA,NA,NA,NA
"4110","Sphingomonaspanaciterrae",NA,NA,NA,NA,NA,NA,NA,NA
"4111","Sphingomonaspanni",NA,NA,NA,NA,NA,NA,NA,NA
"4112","Sphingomonaspopuli",NA,NA,NA,NA,NA,NA,NA,NA
"4113","Sphingomonasradiodurans",NA,NA,NA,NA,NA,NA,NA,NA
"4114","Sphingomonassinipercae",NA,NA,NA,NA,NA,NA,NA,NA
"4115","Sphingomonasswuensis",NA,NA,NA,NA,NA,NA,NA,NA
"4116","Sphingomonasursincola",NA,NA,NA,NA,NA,NA,NA,NA
"4117","Sphingomonasyunnanensis",NA,NA,NA,NA,NA,NA,NA,NA
"4118","SphingopyxisalaskensisRB2256",NA,NA,NA,NA,NA,NA,NA,NA
"4119","Sphingopyxisfribergensis",NA,NA,NA,NA,NA,NA,NA,NA
"4120","Sphingopyxismacrogoltabida",NA,NA,NA,NA,NA,NA,NA,NA
"4121","Sphingopyxismicrocysteis",NA,NA,NA,NA,NA,NA,NA,NA
"4122","Sphingopyxisnepalensis",NA,NA,NA,NA,NA,NA,NA,NA
"4123","Sphingopyxissoli",NA,NA,NA,NA,NA,NA,NA,NA
"4124","Sphingopyxissolisilvae",NA,NA,NA,NA,NA,NA,NA,NA
"4125","Sphingopyxistaejonensis",NA,NA,NA,NA,NA,NA,NA,NA
"4126","Sphingopyxisterrae",NA,NA,NA,NA,NA,NA,NA,NA
"4127","Sphingorhabdusbuctiana",NA,NA,NA,NA,NA,NA,NA,NA
"4128","Sphingorhabduslutea",NA,NA,NA,NA,NA,NA,NA,NA
"4129","Sphingosinicellasoli",NA,NA,NA,NA,NA,NA,NA,NA
"4130","Sphingosinithalassobacterportus",NA,NA,NA,NA,NA,NA,NA,NA
"4131","Sphingosinithalassobactertenebrarum",NA,NA,NA,NA,NA,NA,NA,NA
"4132","Spiribacteraquaticus",NA,NA,NA,NA,NA,NA,NA,NA
"4133","Spiroplasmaalleghenense",NA,NA,NA,NA,NA,NA,NA,NA
"4134","Spiroplasmaapis",NA,NA,NA,NA,NA,NA,NA,NA
"4135","Spiroplasmacantharicola",NA,NA,NA,NA,NA,NA,NA,NA
"4136","Spiroplasmachinense",NA,NA,NA,NA,NA,NA,NA,NA
"4137","Spiroplasmachrysopicola",NA,NA,NA,NA,NA,NA,NA,NA
"4138","SpiroplasmachrysopicolaDF1",NA,NA,NA,NA,NA,NA,NA,NA
"4139","Spiroplasmaclarkii",NA,NA,NA,NA,NA,NA,NA,NA
"4140","Spiroplasmaculicicola",NA,NA,NA,NA,NA,NA,NA,NA
"4141","SpiroplasmaculicicolaAES1","0","Gram-","0",1103,NA,NA,NA,NA
"4142","Spiroplasmadiminutum",NA,NA,NA,NA,NA,NA,NA,NA
"4143","SpiroplasmadiminutumCUAS1",NA,NA,NA,NA,NA,NA,NA,NA
"4144","SpiroplasmaeriocheirisCCTCCM207170",NA,NA,NA,NA,NA,NA,NA,NA
"4145","Spiroplasmagladiatoris",NA,NA,NA,NA,NA,NA,NA,NA
"4146","Spiroplasmalampyridicola",NA,NA,NA,NA,NA,NA,NA,NA
"4147","Spiroplasmaleptinotarsae",NA,NA,NA,NA,NA,NA,NA,NA
"4148","Spiroplasmaleucomae",NA,NA,NA,NA,NA,NA,NA,NA
"4149","Spiroplasmamelliferum",NA,NA,NA,NA,NA,NA,NA,NA
"4150","Spiroplasmamirum",NA,NA,NA,NA,NA,NA,NA,NA
"4151","SpiroplasmamirumATCC29335",NA,NA,NA,NA,NA,NA,NA,NA
"4152","Spiroplasmamontanense",NA,NA,NA,NA,NA,NA,NA,NA
"4153","SpiroplasmaphoeniceumP40",NA,NA,NA,NA,NA,NA,NA,NA
"4154","SpiroplasmaplatyhelixPALS1",NA,NA,NA,NA,NA,NA,NA,NA
"4155","Spiroplasmapoulsonii",NA,NA,NA,NA,NA,NA,NA,NA
"4156","Spiroplasmasabaudiense",NA,NA,NA,NA,NA,NA,NA,NA
"4157","SpiroplasmasabaudienseAr1343",NA,NA,NA,NA,NA,NA,NA,NA
"4158","Spiroplasmasyrphidicola",NA,NA,NA,NA,NA,NA,NA,NA
"4159","SpiroplasmasyrphidicolaEA1",NA,NA,NA,NA,NA,NA,NA,NA
"4160","SpiroplasmataiwanenseCT1",NA,NA,NA,NA,NA,NA,NA,NA
"4161","Spiroplasmavelocicrescens",NA,NA,NA,NA,NA,NA,NA,NA
"4162","Spirosomasoli",NA,NA,NA,NA,NA,NA,NA,NA
"4163","Spirosomataeanense",NA,NA,NA,NA,NA,NA,NA,NA
"4164","Spongiimonasflava",NA,NA,NA,NA,NA,NA,NA,NA
"4165","Sporacetigeniummesophilum",NA,NA,NA,NA,NA,NA,NA,NA
"4166","Sporanaerobacteracetigenes",NA,NA,NA,NA,NA,NA,NA,NA
"4167","Sporobactertermitidis",NA,NA,NA,NA,NA,NA,NA,NA
"4168","Sporobacteriumolearium",NA,NA,NA,NA,NA,NA,NA,NA
"4169","Sporofaciensmusculi",NA,NA,NA,NA,NA,NA,NA,NA
"4170","Sporomusaovata",NA,NA,NA,NA,NA,NA,NA,NA
"4171","Sporomusasilvacetica",NA,NA,NA,NA,NA,NA,NA,NA
"4172","Sporosalibacteriumtautonense",NA,NA,NA,NA,NA,NA,NA,NA
"4173","Sporosarcinabeigongshangi",NA,NA,NA,NA,NA,NA,NA,NA
"4174","Sporosarcinacontaminans",NA,NA,NA,NA,NA,NA,NA,NA
"4175","Sporosarcinaglobispora",NA,NA,NA,NA,NA,NA,NA,NA
"4176","Sporosarcinajiandibaonis",NA,NA,NA,NA,NA,NA,NA,NA
"4177","Sporosarcinakoreensis",NA,NA,NA,NA,NA,NA,NA,NA
"4178","Sporosarcinaluteola",NA,NA,NA,NA,NA,NA,NA,NA
"4179","Sporosarcinanewyorkensis",NA,NA,NA,NA,NA,NA,NA,NA
"4180","Sporosarcinapsychrophila",NA,NA,NA,NA,NA,NA,NA,NA
"4181","Sporosarcinasaromensis",NA,NA,NA,NA,NA,NA,NA,NA
"4182","Sporosarcinasoli",NA,NA,NA,NA,NA,NA,NA,NA
"4183","Sporosarcinaterrae",NA,NA,NA,NA,NA,NA,NA,NA
"4184","Sporosarcinathermotolerans",NA,NA,NA,NA,NA,NA,NA,NA
"4185","Sporotomaculumhydroxybenzoicum",NA,NA,NA,NA,NA,NA,NA,NA
"4186","Staphylococcusargensis",NA,NA,NA,NA,NA,NA,NA,NA
"4187","Staphylococcusargenteus","Facultative anaerobe","Gram+","0",NA,NA,NA,NA,NA
"4188","Staphylococcusarlettae",NA,NA,NA,NA,NA,NA,NA,NA
"4189","Staphylococcusauricularis",NA,NA,NA,NA,NA,NA,NA,NA
"4190","Staphylococcuscaeli",NA,NA,NA,NA,NA,NA,NA,NA
"4191","Staphylococcuscaledonicus",NA,NA,NA,NA,NA,NA,NA,NA
"4192","Staphylococcuscarnosus",NA,NA,NA,NA,NA,NA,NA,NA
"4193","Staphylococcuscondimenti",NA,NA,NA,NA,NA,NA,NA,NA
"4194","Staphylococcusdebuckii",NA,NA,NA,NA,NA,NA,NA,NA
"4195","Staphylococcusdurrellii",NA,NA,NA,NA,NA,NA,NA,NA
"4196","Staphylococcusedaphicus",NA,NA,NA,NA,NA,NA,NA,NA
"4197","Staphylococcusequorum",NA,NA,NA,NA,NA,NA,NA,NA
"4198","Staphylococcusequorumsubsplinens",NA,NA,NA,NA,NA,NA,NA,NA
"4199","Staphylococcushaemolyticus",NA,NA,NA,NA,NA,NA,NA,NA
"4200","Staphylococcuskloosii",NA,NA,NA,NA,NA,NA,NA,NA
"4201","Staphylococcuslloydii",NA,NA,NA,NA,NA,NA,NA,NA
"4202","Staphylococcuspasteuri","Facultative anaerobe","Gram+","0",NA,1,30,NA,2
"4203","Staphylococcuspettenkoferi",NA,NA,NA,NA,NA,NA,NA,NA
"4204","Staphylococcuspiscifermentans",NA,NA,NA,NA,NA,NA,NA,NA
"4205","Staphylococcuspseudoxylosus",NA,NA,NA,NA,NA,NA,NA,NA
"4206","Staphylococcusratti",NA,NA,NA,NA,NA,NA,NA,NA
"4207","Staphylococcusroterodami",NA,NA,NA,NA,NA,NA,NA,NA
"4208","StaphylococcussaprophyticussubspsaprophyticusATCC15305NCTC7292","Facultative anaerobe","Gram+","Nonmotile",2637,NA,NA,NA,NA
"4209","Staphylococcusschweitzeri",NA,NA,NA,NA,NA,NA,NA,NA
"4210","Staphylococcustaiwanensis",NA,NA,NA,NA,NA,NA,NA,NA
"4211","Staphylococcuswarneri",NA,NA,NA,NA,NA,NA,NA,NA
